Name,Length,Glyco(Nx[ST]),NP[ST],NN[ST][ST],Charge
01_AE.CN.2007.GX155_55.GU475043,44,0,0,0,1
01_AE.CN.2007.GX28_31.GU475017,43,0,0,0,2
01_AE.CN.2007.GX54_6.GU475045,50,0,0,0,4
01_AE.CN.2007.BJ17A_6.GU475028,41,1,0,0,1
01_AE.CN.2007.BJX4_6.GU475020,39,0,0,0,3
01_AE.CN.2007.GX11_13.GU475042,42,0,0,0,2
01_AE.CN.2007.GX13_7.GU475037,42,1,0,0,2
01_AE.CN.2007.BJ3_4.GU475040,42,0,0,0,1
01_AE.CN.2007.BJ5_11.GU475024,41,0,0,0,1
01_AE.CN.2007.GX34_21.GU475022,41,0,0,0,4
01_AE.CN.2007.GX2010_36.GU475026,41,0,0,0,1
01_AE.CN.2008.BJOX031000_02_2.HM215394,42,0,0,0,1
01_AE.CN.2008.GX35_33.GU475023,41,0,0,0,3
01_AE.CN.2008.SH6_81.GU475032,40,0,0,0,3
01_AE.CN.2008.SHX335_24.GU475033,43,0,0,0,4
01_AE.CN.2008.SHX346_60.GU475034,44,0,0,0,4
01_AE.CN.2008.BJ6_17.GU475029,42,0,0,0,2
01_AE.CN.2008.GX68_5.GU475044,45,0,0,0,4
01_AE.CN.2008.GX71_18.GU475016,41,0,0,0,2
01_AE.CN.2008.GX72_27.GU475035,44,0,0,0,1
01_AE.CN.2008.GX73_29.GU475038,40,0,0,0,2
01_AE.CN.2008.GX74_20.GU475021,51,1,0,0,1
01_AE.CN.2008.GX81_43.GU475014,41,0,0,0,2
01_AE.CN.2008.GX83_47.GU475027,44,0,0,0,1
01_AE.CN.2008.GX88_47.GU475018,39,0,0,0,1
01_AE.CN.2008.GX8C_31.GU475039,40,0,0,0,3
01_AE.CN.2008.GX90_1.GU475019,47,1,0,0,3
01_AE.CN.2008.GX91_2.GU475013,43,0,0,0,2
01_AE.CN.2009.09GX268_E332N_N334S.,43,0,0,0,2
01_AE.CN.2009.09GX285_E332N_N334S.,44,0,0,0,2
01_AE.CN.2009.09GX319_E332N_N334S.,41,0,0,0,3
01_AE.CN.2009.09GX319_F330H_E332N_N334S.,41,0,0,0,3
01_AE.CN.2009.09GX332_E332N_N334S.,40,0,0,0,3
01_AE.CN.2009.09GX268.MG655196,43,0,0,0,2
01_AE.CN.2009.09GX285.MG655197,44,0,0,0,2
01_AE.CN.2009.09GX286.MG655198,52,0,0,0,5
01_AE.CN.2009.09GX300.MG655199,39,0,0,0,3
01_AE.CN.2009.09GX310.MG655200,40,0,0,0,3
01_AE.CN.2009.09GX311.MG655201,43,0,0,0,1
01_AE.CN.2009.09GX319.MG655202,41,0,0,0,3
01_AE.CN.2009.09GX330.MG655203,41,0,0,0,3
01_AE.CN.2009.09GX332.MG655204,40,0,0,0,3
01_AE.CN.2015.15JS01_E332N_N334S.,41,0,0,0,2
01_AE.CN.2015.15JS07_E332N_N334S.,41,0,0,0,2
01_AE.CN.2015.15JS47_E169K.,45,0,0,0,2
01_AE.CN.2015.15JS47_E169K_Q171K.,45,0,0,0,3
01_AE.CN.2015.15JS47_E332N_N334S.,45,0,0,0,0
01_AE.CN.2015.15JS47_Q171K.,45,0,0,0,1
01_AE.CN.2015.15JS48_E332N_N334S.,45,0,0,0,2
01_AE.CN.2015.15JS48_Y330H_E332N_N334S.,45,0,0,0,2
01_AE.CN.2015.15JS65_E332N_N334S.,43,1,0,0,2
01_AE.CN.2015.15JS65_Q171K.,43,1,0,0,3
01_AE.CN.2015.15JS76_E332N_N334S.,45,0,0,0,2
01_AE.CN.2015.15JS79_E332N_N334S.,42,0,0,0,3
01_AE.CN.2015.15JS01.MG655205,41,0,0,0,2
01_AE.CN.2015.15JS06.MG655206,46,0,0,0,6
01_AE.CN.2015.15JS07.MG655207,41,0,0,0,2
01_AE.CN.2015.15JS47.MG655210,45,0,0,0,0
01_AE.CN.2015.15JS48.MG655211,45,0,0,0,2
01_AE.CN.2015.15JS62.MG655212,40,0,0,0,2
01_AE.CN.2015.15JS65.MG655213,43,1,0,0,2
01_AE.CN.2015.15JS75.MG655214,47,0,0,0,0
01_AE.CN.2015.15JS76.MG655215,45,0,0,0,2
01_AE.CN.2015.15JS79.MG655216,42,0,0,0,3
01_AE.CN.2015.15JS102.MG655208,46,0,0,0,1
01_AE.CN.2015.15JS111.MG655209,42,0,0,0,0
01_AE.CN.2015.15JS99.MG655218,48,0,0,0,3
01_AE.CN.x.BJMSM2249.,41,0,0,0,0
01_AE.CN.x.BJMSM2316.,41,0,0,0,4
01_AE.CN.x.BJMSM2498.,41,0,0,0,1
01_AE.CN.x.BJYA10_1_3.MN617373,41,0,0,0,2
01_AE.CN.x.BJYA2_1_1.MN617372,41,0,0,0,2
01_AE.TH.1990.CM235_2.JN944662,44,0,0,0,3
01_AE.TH.1990.CM244_90TH.AY713425,43,0,0,0,2
01_AE.TH.1990.CM244_EC1.JQ715397,43,0,0,0,2
01_AE.TH.1990.CM244_EC1_H173A_Y177A.,43,0,0,0,1
01_AE.TH.1990.CM246_C1.JN944663,42,0,0,0,3
01_AE.TH.1991.CM235_C11.JQ715395,44,0,0,0,3
01_AE.TH.1992.92TH021.AY669775,44,0,0,0,0
01_AE.TH.1992.TH023_6.KU562843,43,0,0,0,3
01_AE.TH.1993.93TH057.AF197338,43,0,0,0,2
01_AE.TH.1993.CMU02.AY669779,53,1,0,0,2
01_AE.TH.1993.TH966_8.U08456,42,0,0,0,2
01_AE.TH.1993.TH976_17.U08458,39,0,0,0,3
01_AE.TH.1995.NP03.KC822430,41,0,0,0,4
01_AE.TH.1996.M02138.AY713424,44,0,0,0,1
01_AE.TH.1996.NI1046_EC3.JQ715412,43,0,0,0,1
01_AE.TH.1998.R1166_C1.JQ352783,42,0,0,0,2
01_AE.TH.1999.C1080_C3.JN944660,40,0,0,0,3
01_AE.TH.1999.C2101_C1.JN944661,43,0,0,0,3
01_AE.TH.1999.C3347_C11.JX512902,44,0,0,0,3
01_AE.TH.1999.R3265_C6.JX512903,41,0,0,0,3
01_AE.TH.2000.C4118_9.JQ352782,44,0,0,0,3
01_AE.TH.2001.R2184_C4.JN944665,45,0,0,0,3
01_AE.TH.2005.356272_C02.JN944654,40,0,0,0,2
01_AE.TH.2005.620345_C1.JX512900,40,0,0,0,0
01_AE.TH.2005.620345_C10.JN944656,40,0,0,0,0
01_AE.TH.2005.703357_C2.JN944658,48,0,0,0,2
01_AE.TH.2005.816769_AA107A_WG8.JX448026,39,0,0,0,2
01_AE.TH.2006.427299_C12.JN944655,43,0,0,0,1
01_AE.TH.2006.644039_C01B.JN944657,55,0,0,0,0
01_AE.TH.2006.816763_C02.JN944659,39,0,0,0,-2
01_AE.TH.2006.434239_AA058_A04R.JX447346,44,0,0,0,2
01_AE.TH.2006.731027_AA104A_RH5.JX447986,43,0,0,0,2
01_AE.TH.2009.40061_V03_04B.KY580544,42,1,0,0,4
01_AE.TH.2009.40061_V03_08.KY580548,42,1,0,0,4
01_AE.TH.2009.254001_P00RA_1.JX512892,43,0,0,0,1
01_AE.TH.2009.254004_P00RC_2.KT185994,42,0,0,0,2
01_AE.TH.2009.254006_P00RA_1.JX512894,40,0,0,0,3
01_AE.TH.2010.40100_V01_09.KY580588,48,0,0,0,-1
01_AE.TH.2010.40100_V01_MN01.MF622080,48,0,0,0,0
01_AE.TH.2011.40363_V03_02.MN792426,44,0,0,0,1
01_AE.TH.2011.40512V02_03_RV217.MK116905,49,0,0,0,3
01_AE.TH.2011.40436V09_03.KY580696,41,1,0,0,2
01_AE.TH.2013.40700V03_06.OM826774,52,0,0,0,0
01_AE.TH.x.KSS_0514_13.HM215429,46,1,0,0,2
01_AE.TH.x.PSR_0508_2.HM215432,43,0,0,0,3
01_AE.TH.x.SPK_0525_13.HM215436,42,0,0,0,4
01_AE..x.CON_01_AE_2010S.,42,1,0,0,1
01_AE..x.CON_01_AE_2010S_RE1.,40,0,0,0,2
01_AE..x.CON_01_AE_2010S_RE2.,40,0,0,0,2
01_AE..x.P08.,41,0,0,0,1
02A1.CM.2004.242_14.EU513188,43,0,0,0,2
02A1.CM.2004.269_12.EU513194,44,0,0,0,0
02A1.CM.2004.T257_31.EU513185,43,0,0,0,3
02A1.CM.2005.T280_5.EU513183,45,0,0,0,3
02A1.SN.1999.2843_P5_1.HM215282,42,0,0,0,3
02_AG.BE.1993.VI1090.HQ912710,43,1,0,0,2
02_AG.BE.1993.VI1090_N276D.,43,1,0,0,2
02_AG.CH.2011.S50725_295WK_C60.PQ282694,53,1,0,0,2
02_AG.CI.1999.928_28.EU513199,47,0,0,0,4
02_AG.CI.1999.928_28_L669S.,47,0,0,0,4
02_AG.CI.1999.928_28_Y681H.,47,0,0,0,4
02_AG.CM.2004.211_9.EU513187,42,1,0,0,2
02_AG.CM.2004.235_47.EU513195,42,0,0,0,0
02_AG.CM.2004.263_8.EU513182,53,0,0,0,2
02_AG.CM.2004.T250_4.PV576767,41,0,0,0,4
02_AG.CM.2004.T251_18.EU513196,50,0,0,0,-1
02_AG.CM.2004.T253_11.EU513191,42,0,0,0,4
02_AG.CM.2004.T253_11_L669S.,42,0,0,0,4
02_AG.CM.2004.T253_11_Y681H.,42,0,0,0,4
02_AG.CM.2004.T255_34.EU513184,42,0,0,0,3
02_AG.CM.2005.T278_50.EU513198,51,0,0,0,1
02_AG.FR.1991.DJ263_8.EU855130,42,0,0,0,2
02_AG.FR.1997.FR_1997_51.MH742769,41,1,0,0,1
02_AG.FR.1999.FR_1999_46.MH742764,53,0,0,0,5
02_AG.FR.2000.FR_2000_45.MH742763,49,1,0,0,4
02_AG.FR.2001.FR_2001_48.MH742766,42,0,0,0,3
02_AG.FR.2001.FR_2001_49.MH742767,39,0,0,0,3
02_AG.FR.2001.FR_2001_47.MH742765,45,0,0,0,6
02_AG.FR.2001.FR_2001_56.MH742771,46,2,0,0,4
02_AG.FR.2001.FR_2001_54.MH742770,41,0,0,0,2
02_AG.FR.2001.FR_2001_50.MH742768,49,0,0,0,-1
02_AG.FR.2002.FR_2002_41.MH742762,44,0,0,0,0
02_AG.FR.2008.FR_2008_66.MH742773,45,0,0,0,1
02_AG.FR.2008.FR_2008_67.MH742774,47,0,0,0,0
02_AG.FR.2009.FR_2009_71.MH742775,42,0,0,0,3
02_AG.FR.2009.FR_2009_73.MH742776,43,0,0,0,2
02_AG.FR.2009.FR_2009_64.MH742772,40,1,0,0,1
02_AG.FR.2009.FR_2009_77.MH742779,61,0,0,0,4
02_AG.FR.2009.FR_2009_76.MH742778,42,0,0,0,2
02_AG.FR.2010.FR_2010_74.MH742777,44,0,0,0,2
02_AG.FR.2011.FR_2011_167.MH742751,53,0,0,0,4
02_AG.FR.2012.FR_2012_181.MH742761,46,0,0,0,2
02_AG.FR.2012.FR_2012_172.MH742754,45,0,0,0,2
02_AG.FR.2012.FR_2012_178.MH742758,47,0,0,0,1
02_AG.FR.2012.FR_2012_168.MH742752,43,0,0,0,3
02_AG.FR.2012.FR_2012_173.MH742755,44,0,0,0,7
02_AG.FR.2012.FR_2012_164.MH742749,44,1,0,0,1
02_AG.FR.2012.FR_2012_177.MH742757,44,0,0,0,0
02_AG.FR.2012.FR_2012_180.MH742760,46,0,0,0,1
02_AG.FR.2012.FR_2012_161.MH742747,47,0,0,0,3
02_AG.FR.2012.FR_2012_162.MH742748,42,0,0,0,1
02_AG.FR.2012.FR_2012_179.MH742759,51,0,0,0,1
02_AG.FR.2012.FR_2012_171.MH742753,43,0,0,0,0
02_AG.FR.2012.FR_2012_176.MH742756,46,0,0,0,2
02_AG.FR.2012.FR_2012_166.MH742750,41,0,0,0,2
02_AG.FR.x.KON.AF321079,51,2,0,0,2
02_AG.NG.2006.SC12_EC10.PQ203499,40,0,0,0,1
02_AG.NG.2006.SC12_EC4.PQ203494,40,0,0,0,1
02_AG.NG.2006.SC12_EC5.PQ203495,40,0,0,0,1
02_AG.NG.2006.SC12_EC6.PQ203496,40,0,0,0,1
02_AG.NG.2006.SC12_EC8.PQ203497,40,0,0,0,1
02_AG.NG.2006.SC12_EC9.PQ203498,40,0,0,0,1
02_AG.NG.2008.SC28_EC1.PQ203519,51,0,0,0,5
02_AG.NG.2008.SC28_EC10.PQ203522,51,0,0,0,5
02_AG.NG.2008.SC28_EC4.PQ203520,51,0,0,0,5
02_AG.NG.2008.SC28_EC7.PQ203521,51,0,0,0,5
02_AG.NG.2008.SC30_EC11.PQ203526,43,0,0,0,2
02_AG.NG.2008.SC30_EC9.PQ203525,43,0,0,0,2
02_AG.NG.2009.SC29_EC1.PQ203523,40,0,0,0,3
02_AG.NG.2009.SC29_EC2.PQ203524,40,0,0,0,3
02_AG.NG.2015.126652V01_EC3.PQ203462,42,0,0,0,3
02_AG.NG.2015.126652V01_EC4.PQ203463,45,1,0,0,2
02_AG.NG.2015.126652V01_EC5.PQ203464,42,0,0,0,3
02_AG.NG.2015.126652V01_EC6.PQ203465,42,0,0,0,3
02_AG.SN.1999.1105_P17_1.HM215264,44,0,0,0,2
02_AG.SN.1999.3169_P4.HM215290,42,0,0,0,1
02_AG.SN.1999.3226_P15.HM215291,41,0,0,0,3
02_AG.SN.1999.3273_P21_1.HM215293,41,0,0,0,1
02_AG.SN.2000.2705_P18_1.HM215281,39,1,0,0,3
02_AG.SN.2001.3233_P12.HM215292,43,0,0,0,1
02_AG..x.MGRM_AG_002.MF510462,41,0,0,0,0
02C.ZA.2019.V703_1255_260_RE_PBLIB003_S.ON891021,41,0,0,0,1
06_cpx.CH.2001.S30743_346WK_C88.PQ282678,47,0,0,0,2
06_cpx.SN.1999.1656_P21.HM215265,41,1,0,0,2
0708.CN.x.SC11_59.HQ326127,47,0,0,0,3
07_BC.CN.1998.98CN009.AY669747,47,0,0,0,2
07_BC.CN.2003.BC14.EU363844,43,0,0,0,2
07_BC.CN.2004.CH038_12.EF042692,41,0,0,0,-2
07_BC.CN.2004.CH064_20.EF117254,43,0,0,0,3
07_BC.CN.2004.CH070_1.EF117255,44,0,0,0,7
07_BC.CN.2004.CH091_9.EF117256,47,0,0,0,3
07_BC.CN.2004.CH110_2.EF117257,46,0,0,0,3
07_BC.CN.2004.CH111_8.EF117258,41,0,0,0,0
07_BC.CN.2004.CH114_8.EF117264,49,0,0,0,1
07_BC.CN.2004.CH115_12.EF117263,48,0,0,0,2
07_BC.CN.2004.CH117_4.EF117262,48,0,0,0,8
07_BC.CN.2004.CH119_10.EF117261,47,0,0,0,3
07_BC.CN.2004.CH120_6.EF117260,47,0,0,0,1
07_BC.CN.2004.CH181_12.EF117259,47,0,0,0,2
07_BC.CN.2005.BC07.EU363837,50,0,0,0,2
07_BC.CN.2005.BC10.EU363840,48,0,0,0,2
07_BC.CN.2005.BC18.EU363848,46,0,0,0,2
07_BC.CN.2007.BJOX002000_03_2.HM215364,42,0,0,0,2
07_BC.CN.2007.BJOX011000_01_3.HM215375,41,0,0,0,4
07_BC.CN.2007.BJOX019000_02_1.HM215380,41,0,0,0,1
07_BC.CN.2007.BJOX027000_02_1.HM215388,45,1,0,0,1
07_BC.CN.2007.BJOX029000_03_1.HM215392,41,0,0,0,1
07_BC.CN.2007.CNE19.HM215405,43,0,0,0,3
07_BC.CN.2007.CNE20.HM215406,43,0,0,0,4
07_BC.CN.2007.CNE21.HM215407,46,0,0,0,4
07_BC.CN.2007.CNE40.HM215414,46,0,0,0,2
07_BC.CN.2007.CNE68.HQ699982,43,0,0,0,3
07_BC.CN.2018.SHIV_CNE40.MK558968,46,0,0,0,2
07_BC.CN.2018.SHIV_CNE40_JB98_W29_1.MK558996,46,0,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_10.MK558997,46,0,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_16.MK558991,46,0,0,0,1
07_BC.CN.2018.SHIV_CNE40_JB98_W29_17.MK558994,46,0,0,0,1
07_BC.CN.2018.SHIV_CNE40_JB98_W29_2.MK559002,46,0,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_21.MK558995,46,0,0,0,1
07_BC.CN.2018.SHIV_CNE40_JB98_W29_25.MK559001,46,0,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_27.MK558992,46,0,0,0,1
07_BC.CN.2018.SHIV_CNE40_JB98_W29_28.MK558998,46,0,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_3.MK559000,46,0,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_6.MK558993,46,0,0,0,1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_1.MK559015,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_11.MK559016,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_12.MK559008,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_14.MK559010,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_16.MK559009,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_17.MK559017,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_19.MK559004,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_2.MK559014,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_20.MK559005,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_3.MK559006,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_4.MK559007,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_5.MK559013,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_7.MK559012,46,0,0,0,0
07_BC.CN.2018.SHIV_CNE40_JD14_W29_8.MK559011,46,0,0,0,0
07_BC.CN.x.BC02.EU363832,47,0,0,0,1
07_BC.CN.x.BC12.EU363842,47,0,0,0,0
07_BC.CN.x.BC16.EU363846,47,0,0,0,1
07_BC.CN.x.BJ22_5.HQ326125,41,0,0,0,3
07_BC.CN.x.BJ24_3.HQ326126,46,0,0,0,3
07_BC.CN.x.BJ28_13.MN617362,47,1,0,0,1
07_BC.CN.x.FE.,44,0,0,0,2
07_BC.CN.x.FE_N133Q.,44,0,0,0,2
07_BC.CN.x.FE_N142Q.,44,0,0,0,2
07_BC.CN.x.FE_N197D.,44,0,0,0,1
07_BC.CN.x.FE_N289D.,44,0,0,0,2
07_BC.CN.x.FE_N301Q.,44,0,0,0,2
07_BC.CN.x.FE_N339Q.,44,0,0,0,2
07_BC.CN.x.FE_N355Q.,44,0,0,0,2
07_BC.CN.x.FE_N392Q.,44,0,0,0,2
07_BC.CN.x.FE_N408Q.,44,0,0,0,2
07_BC.CN.x.FE_N411Q.,44,0,0,0,2
07_BC.CN.x.FE_N442Q.,44,0,0,0,2
07_BC.CN.x.FE_N448Q.,44,0,0,0,2
07_BC.CN.x.FE_N463Q.,44,0,0,0,2
07_BC.CN.x.FE_N466Q.,44,0,0,0,2
07_BC.CN.x.FE_N611Q.,44,0,0,0,2
07_BC.CN.x.FE_N625Q.,44,0,0,0,2
07_BC.CN.x.FE_N637Q.,44,0,0,0,2
07_BC.CN.x.FE_N88D.,44,0,0,0,2
07_BC.CN.x.GX33M_25.HQ326141,41,1,0,0,3
07_BC.CN.x.GX45_57.HQ326143,40,1,0,0,3
07_BC.CN.x.GX79_7.HQ326145,47,0,0,0,4
07_BC.CN.x.GX84_59.HQ326146,42,0,0,0,3
07_BC.CN.x.GX93_8.MN617364,44,0,0,0,0
07_BC.CN.x.GZ30_6.MN617392,43,1,0,0,1
07_BC.CN.x.GZ36_5.MN617393,41,1,0,0,3
07_BC.CN.x.GZ38_2.MN617394,44,0,0,0,2
07_BC.CN.x.HB5_3.HQ326124,47,0,0,0,6
07_BC.CN.x.SC14_49.MN617370,47,0,0,0,1
07_BC.CN.x.SC17_32.HQ326128,48,1,0,0,0
07_BC.CN.x.SC18_26.MN617371,47,0,0,0,5
07_BC.CN.x.SC19_15.HQ326129,50,0,0,0,1
07_BC.CN.x.SC20_15.HQ326130,47,0,0,0,0
07_BC.CN.x.SC21_28.HQ326131,47,0,0,0,1
07_BC.CN.x.SC22_16.HQ326132,46,0,0,0,2
07_BC.CN.x.SC24_40.HM991498,47,0,0,0,2
07_BC.CN.x.XJ16_6.HQ326133,46,0,0,0,1
07_BC.CN.x.XJ179_47.MN617368,46,0,0,0,3
07_BC.CN.x.XJ180_16.MN617369,46,0,0,0,2
07_BC.CN.x.XJ180_29.HQ326136,44,0,0,0,4
07_BC.CN.x.XJ47_5.HQ326134,46,0,0,0,1
07_BC.CN.x.XJ50_6.HQ326135,46,0,0,0,0
07_BC.CN.x.YN108R_4.HQ326138,47,0,0,0,2
07_BC.CN.x.YN112R_8.MN617365,43,0,0,0,3
07_BC.CN.x.YN148R_9.HQ326139,50,0,0,0,1
07_BC.CN.x.YN99R_5.HQ326137,44,0,0,0,2
08_BC.CN.1998.98CN006.AY669745,51,0,0,0,2
08_BC.CN.2005.BC06.EU363836,44,0,0,0,2
08_BC.CN.2005.BC11.EU363841,47,0,0,0,1
08_BC.CN.2006.BC01.EU363831,47,1,0,0,1
08_BC.CN.2006.BC17.EU363847,45,0,0,0,0
08_BC.CN.2007.CNE23.HM215408,49,0,0,0,4
08_BC.CN.2007.CNE30.HM215411,55,0,0,0,2
08_BC.CN.2007.CNE31.HM215412,48,0,0,0,1
08_BC.CN.2007.CNE46.HQ699971,50,0,0,0,3
08_BC.CN.2007.CNE47.HQ699972,47,0,0,0,1
08_BC.CN.2007.CNE48.HQ699973,47,0,0,0,-1
08_BC.CN.2007.CNE49.HQ699974,47,0,0,0,4
08_BC.CN.2007.CNE52.HM215416,47,0,0,0,4
08_BC.CN.2007.CNE53.HM215417,43,0,0,0,4
08_BC.CN.x.GX43_2.HQ326142,41,0,0,0,0
08_BC.CN.x.GX75_20.HQ326144,64,0,1,0,0
08_BC.CN.x.SC12_10.MN617366,46,0,0,0,3
08_BC.CN.x.YN177_1.HQ326140,46,0,0,0,2
08_BC.CN.x.YN189_52.MN617363,47,0,0,0,1
08_BC.CN.x.YN6_23.MN617367,50,0,0,0,2
12_BF.ES.2009.P2355_E4_2.GU332507,41,0,0,0,2
13U.CM.2004.258.EU513192,48,0,0,0,3
14_BG.ES.2007.X2252_C7.EU885766,40,0,0,0,1
21_A2D.KE.2004.QG393_60M_A1.FJ866128,42,0,0,0,5
21_A2D.KE.2004.QG393_60M_B7.FJ866129,41,1,0,0,4
21_A2D.KE.2004.QG393_60M_B8.FJ866130,41,1,0,0,4
41_CD.TZ.2003.6650_V1_C8.HM215337,41,0,0,0,2
41_CD.TZ.2003.6952_V1_C20.HM215343,41,0,0,0,2
44_BF1.CL.2001.CH12_C2_6.HM068553,43,0,0,0,3
A1.BE.x.VLGC_A1.AY669698,44,0,0,0,1
A1.CH.1998.S51928_278WK_C26.PQ282682,47,0,0,0,1
A1.CH.2010.S30440_173WK_C66.PQ282676,55,0,0,0,2
A1.CH.2012.S11456_244WK_C77.PQ282666,47,0,0,0,1
A1.IN.2019.TSG_EHI6.OZ241572,48,0,0,0,1
A1.IN.2020.TSG_EHI26.OZ241565,46,0,0,0,2
A1.KE.1993.BG505_DELTA_CT_T332N.,49,0,0,0,3
A1.KE.1993.BG505_W6M_A5.DQ208456,49,0,0,0,3
A1.KE.1993.BG505_W6M_A5_T332N.,49,0,0,0,3
A1.KE.1993.BG505_W6M_B1.DQ208457,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2.DQ208458,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_A512W.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_DELGLY3_197.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_DELGLY3_276.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_DELGLY3_363.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_DELGLY3_462.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_DELGLY4.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_FP_V2.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_FP_V3.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_G521E.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_I515L.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_N301A.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_N611Q.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_N611Q_FP_V2.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_N611Q_FP_V3.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_S241N.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_T332N.,49,0,0,0,3
A1.KE.1993.BG505_W6M_C2_Y173A_Y177A.,49,0,0,0,3
A1.KE.1994.Q842_D12.AF407160,46,0,0,0,2
A1.KE.1994.Q842_D14.AF407161,43,0,0,0,3
A1.KE.1994.Q842_D16.AF407162,46,0,0,0,3
A1.KE.1994.Q23_17.AF004885,42,0,0,0,1
A1.KE.1994.Q23_17_N332A.,42,0,0,0,1
