Name,Length,Glyco(Nx[ST]),NP[ST],NN[ST][ST],Charge
01_AE.CN.2009.09GX286.MG655198,80,0,0,0,4
01_AE.CN.2009.09GX300.MG655199,74,1,0,0,4
01_AE.CN.2009.09GX310.MG655200,67,0,0,0,0
01_AE.CN.2009.09GX311.MG655201,81,1,0,0,-1
01_AE.CN.2009.09GX319.MG655202,74,0,0,0,0
01_AE.CN.2009.09GX330.MG655203,73,0,0,0,2
01_AE.CN.2009.09GX332.MG655204,66,0,0,0,3
01_AE.CN.2015.15JS01_E332N_N334S.,69,1,0,0,0
01_AE.CN.2015.15JS07_E332N_N334S.,66,0,0,0,1
01_AE.CN.2015.15JS47_E169K.,73,1,0,0,2
01_AE.CN.2015.15JS47_E169K_Q171K.,73,1,0,0,3
01_AE.CN.2015.15JS47_E332N_N334S.,73,1,0,0,0
01_AE.CN.2015.15JS47_Q171K.,73,1,0,0,1
01_AE.CN.2015.15JS48_E332N_N334S.,73,0,0,0,3
01_AE.CN.2015.15JS48_Y330H_E332N_N334S.,73,0,0,0,3
01_AE.CN.2015.15JS65_E332N_N334S.,70,1,0,0,2
01_AE.CN.2015.15JS65_Q171K.,70,1,0,0,3
01_AE.CN.2015.15JS76_E332N_N334S.,78,0,0,0,2
01_AE.CN.2015.15JS79_E332N_N334S.,76,0,0,0,4
01_AE.CN.2015.15JS01.MG655205,69,1,0,0,0
01_AE.CN.2015.15JS06.MG655206,76,0,0,0,5
01_AE.CN.2015.15JS07.MG655207,66,0,0,0,1
01_AE.CN.2015.15JS47.MG655210,73,1,0,0,0
01_AE.CN.2015.15JS48.MG655211,73,0,0,0,3
01_AE.CN.2015.15JS62.MG655212,67,0,0,0,0
01_AE.CN.2015.15JS65.MG655213,70,1,0,0,2
01_AE.CN.2015.15JS75.MG655214,81,0,0,0,-2
01_AE.CN.2015.15JS76.MG655215,78,0,0,0,2
01_AE.CN.2015.15JS79.MG655216,76,0,0,0,4
01_AE.CN.2015.15JS102.MG655208,75,0,0,0,1
01_AE.CN.2015.15JS111.MG655209,71,1,0,0,-1
01_AE.CN.2015.15JS99.MG655218,78,0,0,0,3
01_AE.CN.x.BJMSM2249.,72,0,0,0,1
01_AE.CN.x.BJMSM2316.,72,0,0,0,6
01_AE.CN.x.BJMSM2498.,71,0,0,0,1
01_AE.CN.x.BJYA10_1_3.MN617373,77,0,0,0,2
01_AE.CN.x.BJYA2_1_1.MN617372,68,0,0,0,1
01_AE.TH.1990.CM235_2.JN944662,73,0,0,0,3
01_AE.TH.1990.CM244_90TH.AY713425,77,0,0,0,4
01_AE.TH.1990.CM244_EC1.JQ715397,77,0,0,0,4
01_AE.TH.1990.CM244_EC1_H173A_Y177A.,77,0,0,0,3
01_AE.TH.1990.CM246_C1.JN944663,71,0,0,0,3
01_AE.TH.1991.CM235_C11.JQ715395,73,0,0,0,4
01_AE.TH.1992.92TH021.AY669775,73,0,0,0,0
01_AE.TH.1992.TH023_6.KU562843,72,0,0,0,3
01_AE.TH.1993.93TH057.AF197338,71,0,0,0,3
01_AE.TH.1993.CMU02.AY669779,82,1,0,0,1
01_AE.TH.1993.TH966_8.U08456,71,0,0,0,2
01_AE.TH.1993.TH976_17.U08458,73,0,0,0,3
01_AE.TH.1995.NP03.KC822430,68,0,0,0,4
01_AE.TH.1996.M02138.AY713424,71,0,0,0,-2
01_AE.TH.1996.NI1046_EC3.JQ715412,71,0,0,0,-1
01_AE.TH.1998.R1166_C1.JQ352783,83,0,0,0,2
01_AE.TH.1999.C1080_C3.JN944660,68,0,0,0,2
01_AE.TH.1999.C2101_C1.JN944661,71,0,0,0,2
01_AE.TH.1999.C3347_C11.JX512902,76,0,0,0,2
01_AE.TH.1999.R3265_C6.JX512903,70,0,0,0,3
01_AE.TH.2000.C4118_9.JQ352782,73,0,0,0,3
01_AE.TH.2001.R2184_C4.JN944665,75,0,0,0,2
01_AE.TH.2005.356272_C02.JN944654,69,0,0,0,0
01_AE.TH.2005.620345_C1.JX512900,69,0,0,0,-1
01_AE.TH.2005.620345_C10.JN944656,69,0,0,0,-1
01_AE.TH.2005.703357_C2.JN944658,80,0,0,0,-1
01_AE.TH.2005.816769_AA107A_WG8.JX448026,75,0,0,0,0
01_AE.TH.2006.427299_C12.JN944655,76,0,0,0,1
01_AE.TH.2006.644039_C01B.JN944657,94,0,0,0,-1
01_AE.TH.2006.816763_C02.JN944659,69,0,0,0,-1
01_AE.TH.2006.434239_AA058_A04R.JX447346,77,0,0,0,0
01_AE.TH.2006.731027_AA104A_RH5.JX447986,74,0,0,0,1
01_AE.TH.2009.40061_V03_04B.KY580544,72,1,0,0,3
01_AE.TH.2009.40061_V03_08.KY580548,72,1,0,0,3
01_AE.TH.2009.254001_P00RA_1.JX512892,72,0,0,0,1
01_AE.TH.2009.254004_P00RC_2.KT185994,70,0,0,0,2
01_AE.TH.2009.254006_P00RA_1.JX512894,70,0,0,0,3
01_AE.TH.2010.40100_V01_09.KY580588,77,0,0,0,-3
01_AE.TH.2010.40100_V01_MN01.MF622080,76,0,0,0,-1
01_AE.TH.2011.40363_V03_02.MN792426,73,0,0,0,0
01_AE.TH.2011.40512V02_03_RV217.MK116905,82,0,0,0,1
01_AE.TH.2011.40436V09_03.KY580696,61,1,0,0,0
01_AE.TH.2013.40700V03_06.OM826774,86,0,0,0,2
01_AE.TH.x.KSS_0514_13.HM215429,81,1,0,0,1
01_AE.TH.x.PSR_0508_2.HM215432,82,0,0,0,2
01_AE.TH.x.SPK_0525_13.HM215436,72,0,0,0,2
01_AE..x.CON_01_AE_2010S.,72,1,0,0,0
01_AE..x.CON_01_AE_2010S_RE1.,55,0,0,0,1
01_AE..x.CON_01_AE_2010S_RE2.,65,0,0,0,1
01_AE..x.P08.,68,0,0,0,0
02A1.CM.2004.242_14.EU513188,67,0,0,0,-1
02A1.CM.2004.269_12.EU513194,69,0,0,0,-1
02A1.CM.2004.T257_31.EU513185,76,0,0,0,2
02A1.CM.2005.T280_5.EU513183,62,0,0,0,2
02A1.SN.1999.2843_P5_1.HM215282,65,0,0,0,1
02_AG.BE.1993.VI1090.HQ912710,64,1,0,0,1
02_AG.BE.1993.VI1090_N276D.,64,1,0,0,1
02_AG.CH.2011.S50725_295WK_C60.PQ282694,74,1,0,0,0
02_AG.CI.1999.928_28.EU513199,72,0,0,0,0
02_AG.CI.1999.928_28_L669S.,72,0,0,0,0
02_AG.CI.1999.928_28_Y681H.,72,0,0,0,0
02_AG.CM.2004.211_9.EU513187,76,2,0,0,1
02_AG.CM.2004.235_47.EU513195,64,0,0,0,0
02_AG.CM.2004.263_8.EU513182,82,0,0,0,1
02_AG.CM.2004.T250_4.PV576767,63,0,0,0,4
02_AG.CM.2004.T251_18.EU513196,74,1,0,0,0
02_AG.CM.2004.T253_11.EU513191,67,0,0,0,1
02_AG.CM.2004.T253_11_L669S.,67,0,0,0,1
02_AG.CM.2004.T253_11_Y681H.,67,0,0,0,1
02_AG.CM.2004.T255_34.EU513184,70,1,0,0,1
02_AG.CM.2005.T278_50.EU513198,77,0,0,0,3
02_AG.FR.1991.DJ263_8.EU855130,78,0,0,0,0
02_AG.FR.1997.FR_1997_51.MH742769,68,2,0,0,0
02_AG.FR.1999.FR_1999_46.MH742764,83,0,0,0,4
02_AG.FR.2000.FR_2000_45.MH742763,68,1,0,0,3
02_AG.FR.2001.FR_2001_48.MH742766,68,1,0,0,1
02_AG.FR.2001.FR_2001_49.MH742767,56,0,0,0,2
02_AG.FR.2001.FR_2001_47.MH742765,72,0,0,0,4
02_AG.FR.2001.FR_2001_56.MH742771,69,2,0,0,3
02_AG.FR.2001.FR_2001_54.MH742770,70,0,0,0,2
02_AG.FR.2001.FR_2001_50.MH742768,73,0,0,0,-1
02_AG.FR.2002.FR_2002_41.MH742762,73,1,0,0,-1
02_AG.FR.2008.FR_2008_66.MH742773,66,0,0,0,-1
02_AG.FR.2008.FR_2008_67.MH742774,76,0,0,0,0
02_AG.FR.2009.FR_2009_71.MH742775,56,0,0,0,2
02_AG.FR.2009.FR_2009_73.MH742776,69,0,0,0,0
02_AG.FR.2009.FR_2009_64.MH742772,54,1,0,0,1
02_AG.FR.2009.FR_2009_77.MH742779,92,0,0,0,3
02_AG.FR.2009.FR_2009_76.MH742778,72,0,0,0,3
02_AG.FR.2010.FR_2010_74.MH742777,58,0,0,0,1
02_AG.FR.2011.FR_2011_167.MH742751,81,0,0,0,3
02_AG.FR.2012.FR_2012_181.MH742761,63,0,0,0,0
02_AG.FR.2012.FR_2012_172.MH742754,69,0,0,0,1
02_AG.FR.2012.FR_2012_178.MH742758,70,0,0,0,1
02_AG.FR.2012.FR_2012_168.MH742752,70,2,0,0,1
02_AG.FR.2012.FR_2012_173.MH742755,68,0,0,0,8
02_AG.FR.2012.FR_2012_164.MH742749,74,2,0,0,-1
02_AG.FR.2012.FR_2012_177.MH742757,58,0,0,0,-1
02_AG.FR.2012.FR_2012_180.MH742760,58,0,0,0,0
02_AG.FR.2012.FR_2012_161.MH742747,78,0,0,0,1
02_AG.FR.2012.FR_2012_162.MH742748,74,0,0,0,-1
02_AG.FR.2012.FR_2012_179.MH742759,78,1,0,0,0
02_AG.FR.2012.FR_2012_171.MH742753,72,0,0,0,1
02_AG.FR.2012.FR_2012_176.MH742756,70,0,0,0,0
02_AG.FR.2012.FR_2012_166.MH742750,64,0,0,0,0
02_AG.FR.x.KON.AF321079,81,2,0,0,0
02_AG.NG.2006.SC12_EC10.PQ203499,61,0,0,0,1
02_AG.NG.2006.SC12_EC4.PQ203494,61,0,0,0,1
02_AG.NG.2006.SC12_EC5.PQ203495,61,0,0,0,1
02_AG.NG.2006.SC12_EC6.PQ203496,61,0,0,0,1
02_AG.NG.2006.SC12_EC8.PQ203497,61,0,0,0,1
02_AG.NG.2006.SC12_EC9.PQ203498,61,0,0,0,1
02_AG.NG.2008.SC28_EC1.PQ203519,71,0,0,0,4
02_AG.NG.2008.SC28_EC10.PQ203522,71,0,0,0,4
02_AG.NG.2008.SC28_EC4.PQ203520,71,0,0,0,4
02_AG.NG.2008.SC28_EC7.PQ203521,71,0,0,0,4
02_AG.NG.2008.SC30_EC11.PQ203526,60,0,0,0,1
02_AG.NG.2008.SC30_EC9.PQ203525,60,0,0,0,1
02_AG.NG.2009.SC29_EC1.PQ203523,60,0,0,0,1
02_AG.NG.2009.SC29_EC2.PQ203524,60,0,0,0,1
02_AG.NG.2015.126652V01_EC3.PQ203462,65,0,0,0,3
02_AG.NG.2015.126652V01_EC4.PQ203463,68,1,0,0,2
02_AG.NG.2015.126652V01_EC5.PQ203464,65,0,0,0,3
02_AG.NG.2015.126652V01_EC6.PQ203465,65,0,0,0,3
02_AG.SN.1999.1105_P17_1.HM215264,68,0,0,0,0
02_AG.SN.1999.3169_P4.HM215290,69,1,0,0,1
02_AG.SN.1999.3226_P15.HM215291,69,1,0,0,3
02_AG.SN.1999.3273_P21_1.HM215293,71,0,0,0,0
02_AG.SN.2000.2705_P18_1.HM215281,67,2,0,0,3
02_AG.SN.2001.3233_P12.HM215292,69,0,0,0,0
02_AG..x.MGRM_AG_002.MF510462,75,0,0,0,-1
02C.ZA.2019.V703_1255_260_RE_PBLIB003_S.ON891021,84,0,0,0,4
06_cpx.CH.2001.S30743_346WK_C88.PQ282678,92,1,0,0,3
06_cpx.SN.1999.1656_P21.HM215265,69,2,0,0,-1
0708.CN.x.SC11_59.HQ326127,70,0,0,0,1
07_BC.CN.1998.98CN009.AY669747,73,0,0,0,0
07_BC.CN.2003.BC14.EU363844,75,0,0,0,2
07_BC.CN.2004.CH038_12.EF042692,67,0,0,0,-1
07_BC.CN.2004.CH064_20.EF117254,74,0,0,0,3
07_BC.CN.2004.CH070_1.EF117255,84,1,0,0,7
07_BC.CN.2004.CH091_9.EF117256,70,0,0,0,2
07_BC.CN.2004.CH110_2.EF117257,68,0,0,0,3
07_BC.CN.2004.CH111_8.EF117258,72,1,0,0,1
07_BC.CN.2004.CH114_8.EF117264,72,0,0,0,0
07_BC.CN.2004.CH115_12.EF117263,80,0,0,0,3
07_BC.CN.2004.CH117_4.EF117262,72,0,0,0,8
07_BC.CN.2004.CH119_10.EF117261,68,0,0,0,1
07_BC.CN.2004.CH120_6.EF117260,71,0,0,0,0
07_BC.CN.2004.CH181_12.EF117259,77,0,0,0,5
07_BC.CN.2005.BC07.EU363837,73,0,0,0,3
07_BC.CN.2005.BC10.EU363840,78,1,0,0,1
07_BC.CN.2005.BC18.EU363848,72,0,0,0,3
07_BC.CN.2007.BJOX002000_03_2.HM215364,64,0,0,0,1
07_BC.CN.2007.BJOX011000_01_3.HM215375,73,0,0,0,2
07_BC.CN.2007.BJOX019000_02_1.HM215380,73,0,0,0,0
07_BC.CN.2007.BJOX027000_02_1.HM215388,77,1,0,0,-1
07_BC.CN.2007.BJOX029000_03_1.HM215392,69,0,0,0,0
07_BC.CN.2007.CNE19.HM215405,65,0,0,0,4
07_BC.CN.2007.CNE20.HM215406,60,0,0,0,4
07_BC.CN.2007.CNE21.HM215407,72,0,0,0,5
07_BC.CN.2007.CNE40.HM215414,79,1,0,0,1
07_BC.CN.2007.CNE68.HQ699982,65,0,0,0,4
07_BC.CN.2018.SHIV_CNE40.MK558968,79,1,0,0,1
07_BC.CN.2018.SHIV_CNE40_JB98_W29_1.MK558996,79,1,0,0,5
07_BC.CN.2018.SHIV_CNE40_JB98_W29_10.MK558997,66,0,0,0,4
07_BC.CN.2018.SHIV_CNE40_JB98_W29_16.MK558991,79,1,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_17.MK558994,79,1,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_2.MK559002,66,0,0,0,4
07_BC.CN.2018.SHIV_CNE40_JB98_W29_21.MK558995,79,1,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_25.MK559001,66,0,0,0,4
07_BC.CN.2018.SHIV_CNE40_JB98_W29_27.MK558992,79,1,0,0,3
07_BC.CN.2018.SHIV_CNE40_JB98_W29_28.MK558998,66,0,0,0,4
07_BC.CN.2018.SHIV_CNE40_JB98_W29_3.MK559000,66,0,0,0,4
07_BC.CN.2018.SHIV_CNE40_JB98_W29_6.MK558993,79,1,0,0,3
07_BC.CN.2018.SHIV_CNE40_JD14_W29_1.MK559015,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_11.MK559016,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_12.MK559008,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_14.MK559010,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_16.MK559009,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_17.MK559017,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_19.MK559004,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_2.MK559014,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_20.MK559005,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_3.MK559006,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_4.MK559007,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_5.MK559013,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_7.MK559012,79,1,0,0,-1
07_BC.CN.2018.SHIV_CNE40_JD14_W29_8.MK559011,79,1,0,0,-1
07_BC.CN.x.BC02.EU363832,71,0,0,0,1
07_BC.CN.x.BC12.EU363842,81,0,0,0,2
07_BC.CN.x.BC16.EU363846,64,0,0,0,1
07_BC.CN.x.BJ22_5.HQ326125,73,0,0,0,2
07_BC.CN.x.BJ24_3.HQ326126,74,0,0,0,4
07_BC.CN.x.BJ28_13.MN617362,75,1,0,0,1
07_BC.CN.x.FE.,64,0,0,0,3
07_BC.CN.x.FE_N133Q.,64,0,0,0,3
07_BC.CN.x.FE_N142Q.,64,0,0,0,3
07_BC.CN.x.FE_N197D.,64,0,0,0,2
07_BC.CN.x.FE_N289D.,64,0,0,0,3
07_BC.CN.x.FE_N301Q.,64,0,0,0,3
07_BC.CN.x.FE_N339Q.,64,0,0,0,3
07_BC.CN.x.FE_N355Q.,64,0,0,0,3
07_BC.CN.x.FE_N392Q.,64,0,0,0,3
07_BC.CN.x.FE_N408Q.,64,0,0,0,3
07_BC.CN.x.FE_N411Q.,64,0,0,0,3
07_BC.CN.x.FE_N442Q.,64,0,0,0,3
07_BC.CN.x.FE_N448Q.,64,0,0,0,3
07_BC.CN.x.FE_N463Q.,64,0,0,0,3
07_BC.CN.x.FE_N466Q.,64,0,0,0,3
07_BC.CN.x.FE_N611Q.,64,0,0,0,3
07_BC.CN.x.FE_N625Q.,64,0,0,0,3
07_BC.CN.x.FE_N637Q.,64,0,0,0,3
07_BC.CN.x.FE_N88D.,64,0,0,0,3
07_BC.CN.x.GX33M_25.HQ326141,64,1,0,0,2
07_BC.CN.x.GX45_57.HQ326143,72,2,0,0,3
07_BC.CN.x.GX79_7.HQ326145,70,0,0,0,3
07_BC.CN.x.GX84_59.HQ326146,65,0,0,0,1
07_BC.CN.x.GX93_8.MN617364,68,0,0,0,0
07_BC.CN.x.GZ30_6.MN617392,66,1,0,0,0
07_BC.CN.x.GZ36_5.MN617393,73,1,0,0,4
07_BC.CN.x.GZ38_2.MN617394,69,0,0,0,2
07_BC.CN.x.HB5_3.HQ326124,76,0,0,0,5
07_BC.CN.x.SC14_49.MN617370,68,0,0,0,1
07_BC.CN.x.SC17_32.HQ326128,69,1,0,0,3
07_BC.CN.x.SC18_26.MN617371,73,0,0,0,1
07_BC.CN.x.SC19_15.HQ326129,66,0,0,0,0
07_BC.CN.x.SC20_15.HQ326130,82,0,0,0,3
07_BC.CN.x.SC21_28.HQ326131,66,0,0,0,1
07_BC.CN.x.SC22_16.HQ326132,68,0,0,0,2
07_BC.CN.x.SC24_40.HM991498,74,0,0,0,5
07_BC.CN.x.XJ16_6.HQ326133,72,0,0,0,1
07_BC.CN.x.XJ179_47.MN617368,68,0,0,0,5
07_BC.CN.x.XJ180_16.MN617369,72,0,0,0,2
07_BC.CN.x.XJ180_29.HQ326136,66,0,0,0,5
07_BC.CN.x.XJ47_5.HQ326134,69,0,0,0,0
07_BC.CN.x.XJ50_6.HQ326135,72,0,0,0,-1
07_BC.CN.x.YN108R_4.HQ326138,62,0,0,0,4
07_BC.CN.x.YN112R_8.MN617365,80,0,0,0,0
07_BC.CN.x.YN148R_9.HQ326139,91,0,0,0,2
07_BC.CN.x.YN99R_5.HQ326137,62,0,0,0,2
08_BC.CN.1998.98CN006.AY669745,73,0,0,0,2
08_BC.CN.2005.BC06.EU363836,70,0,0,0,2
08_BC.CN.2005.BC11.EU363841,63,0,0,0,0
08_BC.CN.2006.BC01.EU363831,71,1,0,0,1
08_BC.CN.2006.BC17.EU363847,72,0,0,0,-2
08_BC.CN.2007.CNE23.HM215408,81,1,0,0,2
08_BC.CN.2007.CNE30.HM215411,80,0,0,0,1
08_BC.CN.2007.CNE31.HM215412,73,0,0,0,5
08_BC.CN.2007.CNE46.HQ699971,86,0,0,0,3
08_BC.CN.2007.CNE47.HQ699972,80,1,0,0,-1
08_BC.CN.2007.CNE48.HQ699973,73,0,0,0,0
08_BC.CN.2007.CNE49.HQ699974,72,0,0,0,3
08_BC.CN.2007.CNE52.HM215416,72,0,0,0,3
08_BC.CN.2007.CNE53.HM215417,63,0,0,0,3
08_BC.CN.x.GX43_2.HQ326142,70,0,0,0,-1
08_BC.CN.x.GX75_20.HQ326144,96,0,1,0,1
08_BC.CN.x.SC12_10.MN617366,68,0,0,0,1
08_BC.CN.x.YN177_1.HQ326140,74,0,0,0,2
08_BC.CN.x.YN189_52.MN617363,76,0,0,0,0
08_BC.CN.x.YN6_23.MN617367,65,0,0,0,1
12_BF.ES.2009.P2355_E4_2.GU332507,66,0,0,0,2
13U.CM.2004.258.EU513192,80,0,0,0,1
14_BG.ES.2007.X2252_C7.EU885766,68,0,0,0,0
21_A2D.KE.2004.QG393_60M_A1.FJ866128,62,0,0,0,4
21_A2D.KE.2004.QG393_60M_B7.FJ866129,59,1,0,0,3
21_A2D.KE.2004.QG393_60M_B8.FJ866130,59,1,0,0,3
41_CD.TZ.2003.6650_V1_C8.HM215337,71,0,0,0,1
41_CD.TZ.2003.6952_V1_C20.HM215343,71,0,0,0,1
44_BF1.CL.2001.CH12_C2_6.HM068553,64,0,0,0,1
A1.BE.x.VLGC_A1.AY669698,68,1,0,0,1
A1.CH.1998.S51928_278WK_C26.PQ282682,77,0,0,0,-2
A1.CH.2010.S30440_173WK_C66.PQ282676,90,0,0,0,2
A1.CH.2012.S11456_244WK_C77.PQ282666,97,0,0,0,-1
A1.IN.2019.TSG_EHI6.OZ241572,69,0,0,0,1
A1.IN.2020.TSG_EHI26.OZ241565,75,0,0,0,2
A1.KE.1993.BG505_DELTA_CT_T332N.,68,0,0,0,2
A1.KE.1993.BG505_W6M_A5.DQ208456,68,0,0,0,1
A1.KE.1993.BG505_W6M_A5_T332N.,68,0,0,0,1
A1.KE.1993.BG505_W6M_B1.DQ208457,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2.DQ208458,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_A512W.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_DELGLY3_197.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_DELGLY3_276.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_DELGLY3_363.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_DELGLY3_462.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_DELGLY4.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_FP_V2.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_FP_V3.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_G521E.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_I515L.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_N301A.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_N611Q.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_N611Q_FP_V2.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_N611Q_FP_V3.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_S241N.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_T332N.,68,0,0,0,2
A1.KE.1993.BG505_W6M_C2_Y173A_Y177A.,68,0,0,0,2
A1.KE.1994.Q842_D12.AF407160,65,0,0,0,0
A1.KE.1994.Q842_D14.AF407161,62,0,0,0,1
A1.KE.1994.Q842_D16.AF407162,65,0,0,0,1
